Timestamp,Peak Player Count
2020-04-02 13:00:00,76574
2020-04-02 14:00:00,79658
2020-04-02 15:00:00,84442
2020-04-02 16:00:00,87543
2020-04-02 17:00:00,90039
2020-04-02 18:00:00,90631
2020-04-02 19:00:00,90172
2020-04-02 20:00:00,87614
2020-04-02 21:00:00,81953
2020-04-02 22:00:00,76329
2020-04-02 23:00:00,71228
2020-04-03 00:00:00,71190
2020-04-03 01:00:00,70704
2020-04-03 02:00:00,69633
2020-04-03 03:00:00,63139
2020-04-03 04:00:00,60466
2020-04-03 05:00:00,54146
2020-04-03 06:00:00,49992
2020-04-03 07:00:00,50987
2020-04-03 08:00:00,54455
2020-04-03 09:00:00,58579
2020-04-03 10:00:00,59988
2020-04-03 11:00:00,66105
2020-04-03 12:00:00,71944
2020-04-03 13:00:00,76577
2020-04-03 14:00:00,81091
2020-04-03 15:00:00,85147
2020-04-03 16:00:00,88664
2020-04-03 17:00:00,90421
2020-04-03 18:00:00,92214
2020-04-03 19:00:00,92142
2020-04-03 20:00:00,91470
2020-04-03 21:00:00,89106
2020-04-03 22:00:00,85073
2020-04-03 23:00:00,74342
2020-04-04 00:00:00,74963
2020-04-04 01:00:00,74366
2020-04-04 02:00:00,73246
2020-04-04 03:00:00,70757
2020-04-04 04:00:00,66807
2020-04-04 05:00:00,60937
2020-04-04 06:00:00,56152
2020-04-04 07:00:00,54251
2020-04-04 08:00:00,56821
2020-04-04 09:00:00,61125
2020-04-04 10:00:00,63473
2020-04-04 11:00:00,68175
2020-04-04 12:00:00,74360
2020-04-04 13:00:00,79139
2020-04-04 14:00:00,84436
2020-04-04 15:00:00,88135
2020-04-04 16:00:00,87833
2020-04-04 17:00:00,90515
2020-04-04 18:00:00,91838
2020-04-04 19:00:00,92536
2020-04-04 20:00:00,92037
2020-04-04 21:00:00,89767
2020-04-04 22:00:00,84441
2020-04-04 23:00:00,78329
2020-04-05 00:00:00,75682
2020-04-05 01:00:00,74622
2020-04-05 02:00:00,74124
2020-04-05 03:00:00,71980
2020-04-05 04:00:00,67357
2020-04-05 05:00:00,62059
2020-04-05 06:00:00,56119
2020-04-05 07:00:00,54416
2020-04-05 08:00:00,57196
2020-04-05 09:00:00,61017
2020-04-05 10:00:00,63695
2020-04-05 11:00:00,67710
2020-04-05 12:00:00,71748
2020-04-05 13:00:00,75500
2020-04-05 14:00:00,79607
2020-04-05 15:00:00,84320
2020-04-05 16:00:00,88302
2020-04-05 17:00:00,90799
2020-04-05 18:00:00,92317
2020-04-05 19:00:00,91954
2020-04-05 20:00:00,90352
2020-04-05 21:00:00,85838
2020-04-05 22:00:00,73498
2020-04-05 23:00:00,73333
2020-04-06 00:00:00,72823
2020-04-06 01:00:00,72432
2020-04-06 02:00:00,70282
2020-04-06 03:00:00,65768
2020-04-06 04:00:00,60643
2020-04-06 05:00:00,54929
2020-04-06 06:00:00,51777
2020-04-06 07:00:00,56311
2020-04-06 08:00:00,57117
2020-04-06 09:00:00,60333
2020-04-06 10:00:00,61090
2020-04-06 11:00:00,65743
2020-04-06 12:00:00,70334
2020-04-06 13:00:00,73536
2020-04-06 14:00:00,76551
2020-04-06 15:00:00,80885
2020-04-06 16:00:00,84820
2020-04-06 17:00:00,88002
2020-04-06 18:00:00,90385
2020-04-06 19:00:00,90391
2020-04-06 20:00:00,89492
2020-04-06 21:00:00,84280
2020-04-06 22:00:00,79400
2020-04-06 23:00:00,73296
2020-04-07 00:00:00,72382
2020-04-07 01:00:00,71994
2020-04-07 02:00:00,70286
2020-04-07 03:00:00,65078
2020-04-07 04:00:00,59529
2020-04-07 05:00:00,53440
2020-04-07 06:00:00,49648
2020-04-07 07:00:00,50902
2020-04-07 08:00:00,54350
2020-04-07 09:00:00,57753
2020-04-07 10:00:00,60206
2020-04-07 11:00:00,65023
2020-04-07 12:00:00,69724
2020-04-07 13:00:00,73321
2020-04-07 14:00:00,76650
2020-04-07 15:00:00,81238
2020-04-07 16:00:00,86073
2020-04-07 17:00:00,89119
2020-04-07 18:00:00,91668
2020-04-07 19:00:00,91838
2020-04-07 20:00:00,90496
2020-04-07 21:00:00,78180
2020-04-07 22:00:00,75642
2020-04-07 23:00:00,72159
2020-04-08 00:00:00,74664
2020-04-08 01:00:00,74288
2020-04-08 02:00:00,71585
2020-04-08 03:00:00,66740
2020-04-08 04:00:00,60877
2020-04-08 05:00:00,54458
2020-04-08 06:00:00,50730
2020-04-08 07:00:00,52043
2020-04-08 08:00:00,55071
2020-04-08 09:00:00,59754
2020-04-08 10:00:00,61814
2020-04-08 11:00:00,67003
2020-04-08 12:00:00,71709
2020-04-08 13:00:00,75005
2020-04-08 14:00:00,78169
2020-04-08 15:00:00,81367
2020-04-08 16:00:00,84854
2020-04-08 17:00:00,88747
2020-04-08 18:00:00,92797
2020-04-08 19:00:00,92469
2020-04-08 20:00:00,90724
2020-04-08 21:00:00,85806
2020-04-08 22:00:00,78921
2020-04-08 23:00:00,72933
2020-04-09 00:00:00,71703
2020-04-09 01:00:00,71703
2020-04-09 02:00:00,70843
2020-04-09 03:00:00,66816
2020-04-09 04:00:00,61426
2020-04-09 05:00:00,55168
2020-04-09 06:00:00,51616
2020-04-09 07:00:00,52426
2020-04-09 08:00:00,56009
2020-04-09 09:00:00,61118
2020-04-09 10:00:00,62596
2020-04-09 11:00:00,67278
2020-04-09 12:00:00,72294
2020-04-09 13:00:00,75983
2020-04-09 14:00:00,79663
2020-04-09 15:00:00,83582
2020-04-09 16:00:00,87602
2020-04-09 17:00:00,91963
2020-04-09 18:00:00,97217
2020-04-09 19:00:00,100538
2020-04-09 20:00:00,80530
2020-04-09 21:00:00,80757
2020-04-09 22:00:00,80493
2020-04-09 23:00:00,74274
2020-04-10 00:00:00,73493
2020-04-10 01:00:00,73131
2020-04-10 02:00:00,72048
2020-04-10 03:00:00,66086
2020-04-10 04:00:00,62406
2020-04-10 05:00:00,56582
2020-04-10 06:00:00,51078
2020-04-10 07:00:00,50653
2020-04-10 08:00:00,53902
2020-04-10 09:00:00,58401
2020-04-10 10:00:00,60971
2020-04-10 11:00:00,66181
2020-04-10 12:00:00,70415
2020-04-10 13:00:00,72313
2020-04-10 14:00:00,70027
2020-04-10 15:00:00,83541
2020-04-10 16:00:00,86373
2020-04-10 17:00:00,90069
2020-04-10 18:00:00,92239
2020-04-10 19:00:00,92853
2020-04-10 20:00:00,82683
2020-04-10 21:00:00,82261
2020-04-10 22:00:00,79959
2020-04-10 23:00:00,75960
2020-04-11 00:00:00,73089
2020-04-11 01:00:00,72296
2020-04-11 02:00:00,72152
2020-04-11 03:00:00,70883
2020-04-11 04:00:00,66713
2020-04-11 05:00:00,61628
2020-04-11 06:00:00,56282
2020-04-11 07:00:00,54063
2020-04-11 08:00:00,56054
2020-04-11 09:00:00,59789
2020-04-11 10:00:00,63246
2020-04-11 11:00:00,66030
2020-04-11 12:00:00,70811
2020-04-11 13:00:00,73283
2020-04-11 14:00:00,79303
2020-04-11 15:00:00,81758
2020-04-11 16:00:00,85918
2020-04-11 17:00:00,87902
2020-04-11 18:00:00,89310
2020-04-11 19:00:00,89727
2020-04-11 20:00:00,89086
2020-04-11 21:00:00,86702
2020-04-11 22:00:00,82730
2020-04-11 23:00:00,76637
2020-04-12 00:00:00,73002
2020-04-12 01:00:00,72375
2020-04-12 02:00:00,71734
2020-04-12 03:00:00,70860
2020-04-12 04:00:00,66637
2020-04-12 05:00:00,61369
2020-04-12 06:00:00,56392
2020-04-12 07:00:00,54160
2020-04-12 08:00:00,57524
2020-04-12 09:00:00,60733
2020-04-12 10:00:00,63008
2020-04-12 11:00:00,66784
2020-04-12 12:00:00,71558
2020-04-12 13:00:00,75402
2020-04-12 14:00:00,78213
2020-04-12 15:00:00,82571
2020-04-12 16:00:00,85427
2020-04-12 17:00:00,87312
2020-04-12 18:00:00,89544
2020-04-12 19:00:00,89411
2020-04-12 20:00:00,89086
2020-04-12 21:00:00,86662
2020-04-12 22:00:00,81666
2020-04-12 23:00:00,75330
2020-04-13 00:00:00,73425
2020-04-13 01:00:00,72217
2020-04-13 02:00:00,70885
2020-04-13 03:00:00,66941
2020-04-13 04:00:00,61628
2020-04-13 05:00:00,55203
2020-04-13 06:00:00,50752
2020-04-13 07:00:00,50635
2020-04-13 08:00:00,54810
2020-04-13 09:00:00,59454
2020-04-13 10:00:00,62822
2020-04-13 11:00:00,68391
2020-04-13 12:00:00,73911
2020-04-13 13:00:00,78541
2020-04-13 14:00:00,82287
2020-04-13 15:00:00,85144
2020-04-13 16:00:00,86741
2020-04-13 17:00:00,88850
2020-04-13 18:00:00,90814
2020-04-13 19:00:00,90529
2020-04-13 20:00:00,89156
2020-04-13 21:00:00,85513
2020-04-13 22:00:00,80036
2020-04-13 23:00:00,74311
2020-04-14 00:00:00,74186
2020-04-14 01:00:00,73895
2020-04-14 02:00:00,72455
2020-04-14 03:00:00,68157
2020-04-14 04:00:00,62547
2020-04-14 05:00:00,56036
2020-04-14 06:00:00,51494
2020-04-14 07:00:00,52275
2020-04-14 08:00:00,55876
2020-04-14 09:00:00,60867
2020-04-14 10:00:00,63008
2020-04-14 11:00:00,68972
2020-04-14 12:00:00,74490
2020-04-14 13:00:00,78216
2020-04-14 14:00:00,81606
2020-04-14 15:00:00,85029
2020-04-14 16:00:00,86373
2020-04-14 17:00:00,88132
2020-04-14 18:00:00,89912
2020-04-14 19:00:00,89633
2020-04-14 20:00:00,87897
2020-04-14 21:00:00,84810
2020-04-14 22:00:00,79187
2020-04-14 23:00:00,79394
2020-04-15 00:00:00,79321
2020-04-15 01:00:00,75695
2020-04-15 02:00:00,71211
2020-04-15 03:00:00,66794
2020-04-15 04:00:00,61057
2020-04-15 05:00:00,55460
2020-04-15 06:00:00,52135
2020-04-15 07:00:00,52442
2020-04-15 08:00:00,55785
2020-04-15 09:00:00,59719
2020-04-15 10:00:00,62728
2020-04-15 11:00:00,67210
2020-04-15 12:00:00,73267
2020-04-15 13:00:00,76237
2020-04-15 14:00:00,79288
2020-04-15 15:00:00,82665
2020-04-15 16:00:00,85254
2020-04-15 17:00:00,87656
2020-04-15 18:00:00,89617
2020-04-15 19:00:00,89195
2020-04-15 20:00:00,87362
2020-04-15 21:00:00,84168
2020-04-15 22:00:00,77946
2020-04-15 23:00:00,72609
2020-04-16 00:00:00,72647
2020-04-16 01:00:00,72423
2020-04-16 02:00:00,70578
2020-04-16 03:00:00,65941
2020-04-16 04:00:00,61047
2020-04-16 05:00:00,54469
2020-04-16 06:00:00,50206
2020-04-16 07:00:00,52592
2020-04-16 08:00:00,56157
2020-04-16 09:00:00,60302
2020-04-16 10:00:00,62363
2020-04-16 11:00:00,67670
2020-04-16 12:00:00,73447
2020-04-16 13:00:00,77121
2020-04-16 14:00:00,79764
2020-04-16 15:00:00,81008
2020-04-16 16:00:00,85485
2020-04-16 17:00:00,87458
2020-04-16 18:00:00,88686
2020-04-16 19:00:00,88659
2020-04-16 20:00:00,87482
2020-04-16 21:00:00,84946
2020-04-16 22:00:00,79348
2020-04-16 23:00:00,73757
2020-04-17 00:00:00,73832
2020-04-17 01:00:00,73546
2020-04-17 02:00:00,71536
2020-04-17 03:00:00,65933
2020-04-17 04:00:00,60659
2020-04-17 05:00:00,55463
2020-04-17 06:00:00,50546
2020-04-17 07:00:00,51983
2020-04-17 08:00:00,51932
2020-04-17 09:00:00,54220
2020-04-17 10:00:00,58065
2020-04-17 11:00:00,64781
2020-04-17 12:00:00,71839
2020-04-17 13:00:00,76568
2020-04-17 14:00:00,79354
2020-04-17 15:00:00,81964
2020-04-17 16:00:00,85924
2020-04-17 17:00:00,89867
2020-04-17 18:00:00,91675
2020-04-17 19:00:00,91881
2020-04-17 20:00:00,91484
2020-04-17 21:00:00,88860
2020-04-17 22:00:00,83800
2020-04-17 23:00:00,77503
2020-04-18 00:00:00,75631
2020-04-18 01:00:00,75245
2020-04-18 02:00:00,74844
2020-04-18 03:00:00,72514
2020-04-18 04:00:00,68547
2020-04-18 05:00:00,63469
2020-04-18 06:00:00,58322
2020-04-18 07:00:00,56218
2020-04-18 08:00:00,58758
2020-04-18 09:00:00,62815
2020-04-18 10:00:00,65081
2020-04-18 11:00:00,69717
2020-04-18 12:00:00,75812
2020-04-18 13:00:00,80181
2020-04-18 14:00:00,84190
2020-04-18 15:00:00,87906
2020-04-18 16:00:00,90158
2020-04-18 17:00:00,91382
2020-04-18 18:00:00,93385
2020-04-18 19:00:00,93412
2020-04-18 20:00:00,92829
2020-04-18 21:00:00,89610
2020-04-18 22:00:00,84070
2020-04-18 23:00:00,78590
2020-04-19 00:00:00,75955
2020-04-19 01:00:00,76028
2020-04-19 02:00:00,75533
2020-04-19 03:00:00,73101
2020-04-19 04:00:00,68702
2020-04-19 05:00:00,63260
2020-04-19 06:00:00,58569
2020-04-19 07:00:00,56785
2020-04-19 08:00:00,59585
2020-04-19 09:00:00,62865
2020-04-19 10:00:00,65250
2020-04-19 11:00:00,69043
2020-04-19 12:00:00,73828
2020-04-19 13:00:00,77360
2020-04-19 14:00:00,80923
2020-04-19 15:00:00,84666
2020-04-19 16:00:00,88519
2020-04-19 17:00:00,90957
2020-04-19 18:00:00,92757
2020-04-19 19:00:00,92390
2020-04-19 20:00:00,90616
2020-04-19 21:00:00,85301
2020-04-19 22:00:00,78379
2020-04-19 23:00:00,73355
2020-04-20 00:00:00,73638
2020-04-20 01:00:00,73275
2020-04-20 02:00:00,72370
2020-04-20 03:00:00,69773
2020-04-20 04:00:00,68121
2020-04-20 05:00:00,59444
2020-04-20 06:00:00,53553
2020-04-20 07:00:00,54155
2020-04-20 08:00:00,55271
2020-04-20 09:00:00,58961
2020-04-20 10:00:00,60473
2020-04-20 11:00:00,65366
2020-04-20 12:00:00,70685
2020-04-20 13:00:00,73286
2020-04-20 14:00:00,77654
2020-04-20 15:00:00,81621
2020-04-20 16:00:00,85138
2020-04-20 17:00:00,88741
2020-04-20 18:00:00,90501
2020-04-20 19:00:00,90057
2020-04-20 20:00:00,87503
2020-04-20 21:00:00,80879
2020-04-20 22:00:00,74119
2020-04-20 23:00:00,70263
2020-04-21 00:00:00,71564
2020-04-21 01:00:00,71026
2020-04-21 02:00:00,69172
2020-04-21 03:00:00,65426
2020-04-21 04:00:00,60271
2020-04-21 05:00:00,54391
2020-04-21 06:00:00,51694
2020-04-21 07:00:00,51768
2020-04-21 08:00:00,54176
2020-04-21 09:00:00,56611
2020-04-21 10:00:00,58829
2020-04-21 11:00:00,65388
2020-04-21 12:00:00,70552
2020-04-21 13:00:00,73236
2020-04-21 14:00:00,74577
2020-04-21 15:00:00,78519
2020-04-21 16:00:00,82205
2020-04-21 17:00:00,86256
2020-04-21 18:00:00,89628
2020-04-21 19:00:00,90693
2020-04-21 20:00:00,90279
2020-04-21 21:00:00,85599
2020-04-21 22:00:00,77215
2020-04-21 23:00:00,71302
2020-04-22 00:00:00,71661
2020-04-22 01:00:00,71332
2020-04-22 02:00:00,68141
2020-04-22 03:00:00,65756
2020-04-22 04:00:00,60614
2020-04-22 05:00:00,54847
2020-04-22 06:00:00,50851
2020-04-22 07:00:00,53274
2020-04-22 08:00:00,55775
2020-04-22 09:00:00,58894
2020-04-22 10:00:00,60918
2020-04-22 11:00:00,65864
2020-04-22 12:00:00,69970
2020-04-22 13:00:00,73248
2020-04-22 14:00:00,76337
2020-04-22 15:00:00,80704
2020-04-22 16:00:00,83685
2020-04-22 17:00:00,87531
2020-04-22 18:00:00,90251
2020-04-22 19:00:00,90034
2020-04-22 20:00:00,88318
2020-04-22 21:00:00,83011
2020-04-22 22:00:00,76285
2020-04-22 23:00:00,71174
2020-04-23 00:00:00,72047
2020-04-23 01:00:00,72193
2020-04-23 02:00:00,71324
2020-04-23 03:00:00,66921
2020-04-23 04:00:00,62200
2020-04-23 05:00:00,56399
2020-04-23 06:00:00,52196
2020-04-23 07:00:00,53797
2020-04-23 08:00:00,56476
2020-04-23 09:00:00,59250
2020-04-23 10:00:00,60219
2020-04-23 11:00:00,65086
2020-04-23 12:00:00,71031
2020-04-23 13:00:00,73715
2020-04-23 14:00:00,76507
2020-04-23 15:00:00,81548
2020-04-23 16:00:00,85191
2020-04-23 17:00:00,89537
2020-04-23 18:00:00,91267
2020-04-23 19:00:00,90851
2020-04-23 20:00:00,89545
2020-04-23 21:00:00,85266
2020-04-23 22:00:00,77983
2020-04-23 23:00:00,72905
2020-04-24 00:00:00,74050
2020-04-24 01:00:00,73433
2020-04-24 02:00:00,72333
2020-04-24 03:00:00,67498
2020-04-24 04:00:00,62848
2020-04-24 05:00:00,56552
2020-04-24 06:00:00,52935
2020-04-24 07:00:00,54226
2020-04-24 08:00:00,56858
2020-04-24 09:00:00,60962
2020-04-24 10:00:00,63200
2020-04-24 11:00:00,69161
2020-04-24 12:00:00,74792
2020-04-24 13:00:00,76705
2020-04-24 14:00:00,81608
2020-04-24 15:00:00,84596
2020-04-24 16:00:00,86179
2020-04-24 17:00:00,90899
2020-04-24 18:00:00,93536
2020-04-24 19:00:00,94782
2020-04-24 20:00:00,94025
2020-04-24 21:00:00,90668
2020-04-24 22:00:00,85303
2020-04-24 23:00:00,78608
2020-04-25 00:00:00,76180
2020-04-25 01:00:00,76948
2020-04-25 02:00:00,76688
2020-04-25 03:00:00,74822
2020-04-25 04:00:00,70706
2020-04-25 05:00:00,66372
2020-04-25 06:00:00,60667
2020-04-25 07:00:00,65094
2020-04-25 08:00:00,67093
2020-04-25 09:00:00,65136
2020-04-25 10:00:00,67133
2020-04-25 11:00:00,71577
2020-04-25 12:00:00,77158
2020-04-25 13:00:00,81748
2020-04-25 14:00:00,84684
2020-04-25 15:00:00,89151
2020-04-25 16:00:00,91618
2020-04-25 17:00:00,93103
2020-04-25 18:00:00,95608
2020-04-25 19:00:00,96590
2020-04-25 20:00:00,96244
2020-04-25 21:00:00,93624
2020-04-25 22:00:00,87959
2020-04-25 23:00:00,81148
2020-04-26 00:00:00,77696
2020-04-26 01:00:00,78257
2020-04-26 02:00:00,77843
2020-04-26 03:00:00,75452
2020-04-26 04:00:00,70794
2020-04-26 05:00:00,65506
2020-04-26 06:00:00,60216
2020-04-26 07:00:00,58616
2020-04-26 08:00:00,61220
2020-04-26 09:00:00,64659
2020-04-26 10:00:00,66691
2020-04-26 11:00:00,69801
2020-04-26 12:00:00,75015
2020-04-26 13:00:00,77889
2020-04-26 14:00:00,81381
2020-04-26 15:00:00,88091
2020-04-26 16:00:00,92162
2020-04-26 17:00:00,94238
2020-04-26 18:00:00,95786
2020-04-26 19:00:00,95442
2020-04-26 20:00:00,93675
2020-04-26 21:00:00,89342
2020-04-26 22:00:00,82478
2020-04-26 23:00:00,80641
2020-04-27 00:00:00,80490
2020-04-27 01:00:00,78599
2020-04-27 02:00:00,74052
2020-04-27 03:00:00,69541
2020-04-27 04:00:00,63887
2020-04-27 05:00:00,57804
2020-04-27 06:00:00,53914
2020-04-27 07:00:00,54707
2020-04-27 08:00:00,57339
2020-04-27 09:00:00,60270
2020-04-27 10:00:00,61637
2020-04-27 11:00:00,66162
2020-04-27 12:00:00,71279
2020-04-27 13:00:00,75029
2020-04-27 14:00:00,78764
2020-04-27 15:00:00,82917
2020-04-27 16:00:00,85870
2020-04-27 17:00:00,90296
2020-04-27 18:00:00,92490
2020-04-27 19:00:00,92190
2020-04-27 20:00:00,90284
2020-04-27 21:00:00,84126
2020-04-27 22:00:00,78346
2020-04-27 23:00:00,73708
2020-04-28 00:00:00,74845
2020-04-28 01:00:00,74633
2020-04-28 02:00:00,73390
2020-04-28 03:00:00,69403
2020-04-28 04:00:00,63363
2020-04-28 05:00:00,57071
2020-04-28 06:00:00,53910
2020-04-28 07:00:00,55647
2020-04-28 08:00:00,57717
2020-04-28 09:00:00,61165
2020-04-28 10:00:00,62827
2020-04-28 11:00:00,68319
2020-04-28 12:00:00,73952
2020-04-28 13:00:00,77474
2020-04-28 14:00:00,81442
2020-04-28 15:00:00,85638
2020-04-28 16:00:00,89177
2020-04-28 17:00:00,91989
2020-04-28 18:00:00,92609
2020-04-28 19:00:00,68865
2020-04-28 20:00:00,78634
2020-04-28 21:00:00,84280
2020-04-28 22:00:00,83419
2020-04-28 23:00:00,77895
2020-04-29 00:00:00,76787
2020-04-29 01:00:00,76703
2020-04-29 02:00:00,74639
2020-04-29 03:00:00,70778
2020-04-29 04:00:00,63758
2020-04-29 05:00:00,57150
2020-04-29 06:00:00,54244
2020-04-29 07:00:00,53736
2020-04-29 08:00:00,56821
2020-04-29 09:00:00,61005
2020-04-29 10:00:00,61337
2020-04-29 11:00:00,67509
2020-04-29 12:00:00,73647
2020-04-29 13:00:00,77520
2020-04-29 14:00:00,80901
2020-04-29 15:00:00,83007
2020-04-29 16:00:00,87562
2020-04-29 17:00:00,90853
2020-04-29 18:00:00,92132
2020-04-29 19:00:00,91369
2020-04-29 20:00:00,89937
2020-04-29 21:00:00,83905
2020-04-29 22:00:00,76393
2020-04-29 23:00:00,74756
2020-04-30 00:00:00,76356
2020-04-30 01:00:00,74639
2020-04-30 02:00:00,74050
2020-04-30 03:00:00,69342
2020-04-30 04:00:00,62924
2020-04-30 05:00:00,56525
2020-04-30 06:00:00,53382
2020-04-30 07:00:00,55283
2020-04-30 08:00:00,58754
2020-04-30 09:00:00,62875
2020-04-30 10:00:00,66425
2020-04-30 11:00:00,77123
2020-04-30 12:00:00,80390
2020-04-30 13:00:00,79555
2020-04-30 14:00:00,82782
2020-04-30 15:00:00,87928
2020-04-30 16:00:00,90540
2020-04-30 17:00:00,92518
2020-04-30 18:00:00,95914
2020-04-30 19:00:00,96335
2020-04-30 20:00:00,95484
2020-04-30 21:00:00,91376
2020-04-30 22:00:00,85484
2020-04-30 23:00:00,79268
2020-05-01 00:00:00,76649
2020-05-01 01:00:00,75520
2020-05-01 02:00:00,73620
2020-05-01 03:00:00,69735
2020-05-01 04:00:00,64531
2020-05-01 05:00:00,58443
2020-05-01 06:00:00,54834
2020-05-01 07:00:00,55105
2020-05-01 08:00:00,58963
2020-05-01 09:00:00,63921
2020-05-01 10:00:00,66247
2020-05-01 11:00:00,71872
2020-05-01 12:00:00,77690
2020-05-01 13:00:00,82008
2020-05-01 14:00:00,86129
2020-05-01 15:00:00,89985
2020-05-01 16:00:00,90892
2020-05-01 17:00:00,93084
2020-05-01 18:00:00,95654
2020-05-01 19:00:00,97007
2020-05-01 20:00:00,96035
2020-05-01 21:00:00,93501
2020-05-01 22:00:00,88425
2020-05-01 23:00:00,81867
2020-05-02 00:00:00,79681
2020-05-02 01:00:00,79695
2020-05-02 02:00:00,79601
2020-05-02 03:00:00,79334
2020-05-02 04:00:00,76445
2020-05-02 05:00:00,68726
2020-05-02 06:00:00,62303
2020-05-02 07:00:00,58978
2020-05-02 08:00:00,62119
